file_path,scansionato_riga_per_riga,corruzioni_trovate,patch_applicata,note
"/home/pythonwoods/dev/PythonSandbox/zenzic/examples/docusaurus-v3-enterprise/docs/about.mdx",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic/examples/docusaurus-v3-enterprise/docs/changelog.mdx",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic/examples/docusaurus-v3-enterprise/docs/guide/deploy.mdx",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic/examples/docusaurus-v3-enterprise/docs/guide/index.mdx",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic/examples/docusaurus-v3-enterprise/docs/intro.mdx",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic/examples/docusaurus-v3-enterprise/i18n/it/docusaurus-plugin-content-docs/current/intro.mdx",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic/examples/docusaurus-v3-enterprise/versioned_docs/version-1.0.0/guide/index.md",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic/examples/docusaurus-v3-enterprise/versioned_docs/version-1.0.0/intro.md",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic/examples/docusaurus-v3/README.md",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic/examples/docusaurus-v3/blog/2026-01-15-getting-started.md",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic/examples/docusaurus-v3/blog/2026-03-20-advanced-routing.md",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic/examples/docusaurus-v3/docs/guide/about.mdx",Y,1,N,"Possibile storico o fuori-scope: richiede review manuale"
"/home/pythonwoods/dev/PythonSandbox/zenzic/examples/docusaurus-v3/docs/guide/install.mdx",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic/examples/docusaurus-v3/docs/intro.mdx",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic/examples/docusaurus-v3/i18n/it/docusaurus-plugin-content-docs/current/guide/install.mdx",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic/examples/docusaurus-v3/i18n/it/docusaurus-plugin-content-docs/current/intro.mdx",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic/examples/i18n-standard/README.it.md",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic/examples/i18n-standard/README.md",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic/examples/i18n-standard/docs/guides/advanced/setup.it.md",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic/examples/i18n-standard/docs/guides/advanced/setup.md",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic/examples/i18n-standard/docs/guides/advanced/tuning.it.md",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic/examples/i18n-standard/docs/guides/advanced/tuning.md",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic/examples/i18n-standard/docs/guides/index.it.md",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic/examples/i18n-standard/docs/guides/index.md",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic/examples/i18n-standard/docs/index.it.md",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic/examples/i18n-standard/docs/index.md",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic/examples/i18n-standard/docs/reference/api.it.md",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic/examples/i18n-standard/docs/reference/api.md",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic/examples/matrix/README.md",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic/examples/matrix/adversarial-validation/README.md",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic/examples/matrix/adversarial-validation/mkdocs/docs/explanation/architecture.md",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic/examples/matrix/adversarial-validation/mkdocs/docs/how-to/configure.md",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic/examples/matrix/adversarial-validation/mkdocs/docs/index.md",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic/examples/matrix/adversarial-validation/mkdocs/docs/reference/api.md",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic/examples/matrix/adversarial-validation/mkdocs/docs/tutorial/getting-started.md",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic/examples/matrix/adversarial-validation/standalone/docs/explanation/architecture.md",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic/examples/matrix/adversarial-validation/standalone/docs/how-to/configure.md",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic/examples/matrix/adversarial-validation/standalone/docs/index.md",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic/examples/matrix/adversarial-validation/standalone/docs/reference/api.md",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic/examples/matrix/adversarial-validation/standalone/docs/tutorial/getting-started.md",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic/examples/matrix/adversarial-validation/zensical/docs/explanation/architecture.md",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic/examples/matrix/adversarial-validation/zensical/docs/how-to/configure.md",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic/examples/matrix/adversarial-validation/zensical/docs/index.md",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic/examples/matrix/adversarial-validation/zensical/docs/reference/api.md",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic/examples/matrix/adversarial-validation/zensical/docs/tutorial/getting-started.md",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic/examples/matrix/integrity-baseline/README.md",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic/examples/matrix/integrity-baseline/mkdocs/docs/explanation/architecture.md",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic/examples/matrix/integrity-baseline/mkdocs/docs/explanation/index.md",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic/examples/matrix/integrity-baseline/mkdocs/docs/how-to/configure.md",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic/examples/matrix/integrity-baseline/mkdocs/docs/how-to/index.md",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic/examples/matrix/integrity-baseline/mkdocs/docs/index.md",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic/examples/matrix/integrity-baseline/mkdocs/docs/reference/api.md",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic/examples/matrix/integrity-baseline/mkdocs/docs/reference/index.md",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic/examples/matrix/integrity-baseline/mkdocs/docs/tutorial/getting-started.md",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic/examples/matrix/integrity-baseline/mkdocs/docs/tutorial/index.md",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic/examples/matrix/integrity-baseline/standalone/docs/explanation/architecture.md",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic/examples/matrix/integrity-baseline/standalone/docs/explanation/index.md",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic/examples/matrix/integrity-baseline/standalone/docs/how-to/configure.md",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic/examples/matrix/integrity-baseline/standalone/docs/how-to/index.md",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic/examples/matrix/integrity-baseline/standalone/docs/index.md",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic/examples/matrix/integrity-baseline/standalone/docs/reference/api.md",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic/examples/matrix/integrity-baseline/standalone/docs/reference/index.md",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic/examples/matrix/integrity-baseline/standalone/docs/tutorial/getting-started.md",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic/examples/matrix/integrity-baseline/standalone/docs/tutorial/index.md",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic/examples/matrix/integrity-baseline/zensical/docs/explanation/architecture.md",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic/examples/matrix/integrity-baseline/zensical/docs/explanation/index.md",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic/examples/matrix/integrity-baseline/zensical/docs/how-to/configure.md",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic/examples/matrix/integrity-baseline/zensical/docs/how-to/index.md",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic/examples/matrix/integrity-baseline/zensical/docs/index.md",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic/examples/matrix/integrity-baseline/zensical/docs/reference/api.md",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic/examples/matrix/integrity-baseline/zensical/docs/reference/index.md",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic/examples/matrix/integrity-baseline/zensical/docs/tutorial/getting-started.md",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic/examples/matrix/integrity-baseline/zensical/docs/tutorial/index.md",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic/examples/mkdocs-basic/README.it.md",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic/examples/mkdocs-basic/README.md",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic/examples/mkdocs-basic/docs/api.md",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic/examples/mkdocs-basic/docs/guide/index.md",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic/examples/mkdocs-basic/docs/guide/setup.md",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic/examples/mkdocs-basic/docs/index.md",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic/examples/mkdocs-z404/docs/index.md",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic/examples/os/unix-security/README.md",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic/examples/os/unix-security/docs/deep-traversal.md",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic/examples/os/unix-security/docs/fenced.md",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic/examples/os/unix-security/docs/index.md",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic/examples/os/unix-security/docs/obfuscated.md",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic/examples/os/win-integrity/README.md",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic/examples/os/win-integrity/docs/index.md",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic/examples/os/win-integrity/docs/unc-paths.md",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic/examples/os/win-integrity/docs/win-paths.md",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic/examples/plugin-scaffold-demo/README.it.md",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic/examples/plugin-scaffold-demo/README.md",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic/examples/plugin-scaffold-demo/docs/index.md",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic/examples/readme-hero/docs/index.md",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic/examples/readme-hero/docs/setup.md",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic/examples/rules/z100-link-graph/README.md",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic/examples/rules/z100-link-graph/docs/a.md",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic/examples/rules/z100-link-graph/docs/b.md",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic/examples/rules/z100-link-graph/docs/broken-anchors.md",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic/examples/rules/z100-link-graph/docs/c.md",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic/examples/rules/z100-link-graph/docs/index.md",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic/examples/rules/z108-empty-link/README.md",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic/examples/rules/z108-empty-link/docs/index.md",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic/examples/rules/z200-credentials/README.md",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic/examples/rules/z200-credentials/docs/base64-secrets.md",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic/examples/rules/z200-credentials/docs/encoded-creds.md",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic/examples/rules/z200-credentials/docs/index.md",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic/examples/rules/z200-credentials/docs/mixed-case.md",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic/examples/rules/z201-credential-leak/README.md",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic/examples/rules/z201-credential-leak/docs/index.md",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic/examples/rules/z204-privacy-gate/README.md",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic/examples/rules/z204-privacy-gate/docs/index.md",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic/examples/rules/z300-structure/README.md",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic/examples/rules/z300-structure/docs/index.md",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic/examples/rules/z400-seo/README.md",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic/examples/rules/z400-seo/docs/index.md",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic/examples/rules/z400-seo/docs/orphan.md",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic/examples/rules/z400-seo/docs/section-a/page.md",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic/examples/rules/z400-seo/docs/section-b/page.md",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic/examples/rules/z400-seo/docs/section-c/page.md",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic/examples/rules/z405-asset-integrity/README.md",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic/examples/rules/z405-asset-integrity/docs/index.md",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic/examples/rules/z405-asset-integrity/docs/orphan.md",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic/examples/rules/z500-quality/README.md",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic/examples/rules/z500-quality/docs/bad-snippet.md",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic/examples/rules/z500-quality/docs/index.md",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic/examples/rules/z500-quality/docs/stub-alpha.md",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic/examples/rules/z500-quality/docs/stub-beta.md",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic/examples/rules/z500-quality/docs/stub-gamma.md",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic/examples/rules/z602-i18n-parity/README.md",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic/examples/rules/z602-i18n-parity/docs/en/index.md",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic/examples/rules/z602-i18n-parity/docs/it/index.md",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic/examples/safety_demonstration.md",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic/examples/scoring/content-spam/README.md",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic/examples/scoring/content-spam/docs/index.md",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic/examples/scoring/security-base64/secret.md",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic/examples/scoring/security-breach/README.md",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic/examples/scoring/suppression-mechanics/docs/index.md",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic/examples/scoring/suppression-mechanics/docs/inline-examples.md",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic/examples/scoring/suppression-mechanics/docs/legacy-reference.md",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic/examples/scoring/suppression-mechanics/docs/migration-guide.md",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic/examples/security_lab/README.it.md",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic/examples/security_lab/README.md",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic/examples/security_lab/docs/absolute.md",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic/examples/security_lab/docs/attack.md",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic/examples/security_lab/docs/fenced.md",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic/examples/security_lab/docs/traversal.md",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic/examples/single-file-target/README.md",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic/examples/single-file-target/docs/index.md",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic/examples/standalone-markdown/README.md",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic/examples/standalone-markdown/docs/deep-folder/advanced.md",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic/examples/standalone-markdown/docs/deep-folder/internals.md",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic/examples/standalone-markdown/docs/guides/index.md",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic/examples/standalone-markdown/docs/guides/setup.md",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic/examples/standalone-markdown/docs/index.md",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic/examples/standalone/README.it.md",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic/examples/standalone/README.md",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic/examples/standalone/docs/guides/setup.md",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic/examples/standalone/docs/index.md",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic/examples/vcs-aware-project/README.md",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic/examples/vcs-aware-project/docs/drafts/wip.md",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic/examples/vcs-aware-project/docs/guide.md",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic/examples/vcs-aware-project/docs/index.md",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic/examples/zensical-basic/README.it.md",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic/examples/zensical-basic/README.md",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic/examples/zensical-basic/docs/api/endpoints.md",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic/examples/zensical-basic/docs/api/index.md",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic/examples/zensical-basic/docs/guide.md",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic/examples/zensical-basic/docs/index.md",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic/examples/zensical-bridge/README.md",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic/examples/zensical-bridge/docs/guide/index.md",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic/examples/zensical-bridge/docs/guide/migration.md",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic/examples/zensical-bridge/docs/index.md",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic/examples/zensical-z404/docs/index.md",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic/tests/sandboxes/hero_specimen/docs/deploy.md",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic/tests/sandboxes/hero_specimen/docs/index.md",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic/tests/sandboxes/hero_specimen/docs/secrets.md",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic/tests/sandboxes/mkdocs/docs/README.md",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic/tests/sandboxes/mkdocs/docs/about.md",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic/tests/sandboxes/mkdocs/docs/guide/get-started.md",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic/tests/sandboxes/mkdocs/docs/guide/installation.md",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic/tests/sandboxes/mkdocs/docs/index.md",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic/tests/sandboxes/mkdocs/docs/it/guide.md",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic/tests/sandboxes/mkdocs/docs/secret/hidden.md",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic/tests/sandboxes/screenshot_circular/docs/alpha.md",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic/tests/sandboxes/screenshot_circular/docs/beta.md",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic/tests/sandboxes/screenshot_traversal/docs/leak.md",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic/tests/sandboxes/zensical/docs/_private/notes.md",Y,1,N,"Possibile storico o fuori-scope: richiede review manuale"
"/home/pythonwoods/dev/PythonSandbox/zenzic/tests/sandboxes/zensical/docs/api.md",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic/tests/sandboxes/zensical/docs/features.md",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic/tests/sandboxes/zensical/docs/index.md",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic-doc/.github/ISSUE_TEMPLATE/gate-bypass-postmortem.md",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic-doc/.github/PULL_REQUEST_TEMPLATE.md",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic-doc/CHANGELOG.md",Y,3,N,"Possibile storico o fuori-scope: richiede review manuale"
"/home/pythonwoods/dev/PythonSandbox/zenzic-doc/CODE_OF_CONDUCT.md",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic-doc/CONTRIBUTING.it.md",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic-doc/CONTRIBUTING.md",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic-doc/README.it.md",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic-doc/README.md",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic-doc/RELEASE.md",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic-doc/SECURITY.md",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic-doc/blog/2026-04-29-tutorial-stop-broken-links.mdx",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic-doc/blog/2026-05-07-log-v080-basalt.mdx",Y,6,N,"Possibile storico o fuori-scope: richiede review manuale"
"/home/pythonwoods/dev/PythonSandbox/zenzic-doc/blog/2026-05-10-v080-basalt-namespace-contract.mdx",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic-doc/blog/2026-05-12-engineering-basalt-deep-dive.mdx",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic-doc/developers/contribute/index.mdx",Y,0,N,""
"/home/pythonwoods/dev/PythonSandbox/zenzic-doc/developers/contribute/pull-requests.mdx",Y,0,N,""
